article_id,title,source,date,url,food_category,qwen_model_label,qwen_validation_confidence,event_count,claim_statuses,food_items,adulterants,issue_types,locations,regulatory_actions,classifier_label,classifier_score,classifier_model,accepted_triplet_count,schema_gap_count,unresolved_triplet_count,rejected_triplet_count,qwen_completed_at
oil-8826c3388f25a8b2,"Adulterated cooking oil, wheat flour worth Rs 21 lakh seized in Hyderabad",siasat.com,2026-03-10,https://www.siasat.com/adulterated-cooking-oil-wheat-flour-worth-rs-21-lakh-seized-in-hyderabad-3432488/,Edible Oil,relevant_event,0.95,1,alleged,cooking oil,expired cooking oil,adulteration | substandard | mislabeling,"Hyderabad, Gachibowli, Telangana, India",raid | seizure,relevant,0.8719484829011432,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,4,4,2026-07-29T08:45:49Z
oil-af7d37f8450fbc59,Kanpur Adulterated Food: Pre-Holi raids in Kanpur: FSDA seizes 9 quintals of adulterated mawa & edible oil worth Rs 29L | Kanpur News - The Times of India,indiatimes.com,2026-02-26,https://timesofindia.indiatimes.com/city/kanpur/9-quintals-of-adulterated-mawa-edible-oil-seized-ahead-of-holi/articleshow/128794157.cms,Edible Oil,unclear,0.85,1,suspected,edible oil,unspecified adulterant,adulteration,"Kanpur, Uttar Pradesh, India",seizure,relevant,0.8388143717855862,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,10,9,2026-07-29T13:41:43Z
oil-1852e8a212bd5903,"Holi Crackdown: 30,000 Oil Packs Seized, Tonnes Of Fake Paneer Destroyed Across Uttar Pradesh",businesstoday.in,2026-02-26,https://www.businesstoday.in/bt-tv/whats-hot/video/holi-crackdown-30000-oil-packs-seized-tonnes-of-fake-paneer-destroyed-across-uttar-pradesh-518082-2026-02-26?utm_source=rssfeed,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,adulteration | substandard,"Kanpur Dehat, Uttar Pradesh, India",seizure,irrelevant,0.4750736034499782,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",4,0,1,5,2026-07-28T21:52:57Z
oil-898a1362002b727d,"Food safety teams seize adulterated khoya in Agra, edible oil in Mânagar | Agra News - The Times of India",indiatimes.com,2026-02-22,https://timesofindia.indiatimes.com/city/agra/food-safety-teams-seize-adulterated-khoya-in-agra-edible-oil-in-mnagar/articleshow/128652372.cms,Edible Oil,unclear,0.95,1,suspected,edible oil | mustard oil | rice bran oil,colouring material,adulteration,"Muzaffarnagar, Uttar Pradesh, India",seizure | premises sealed | criminal proceedings likely,relevant,0.929834459709838,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,9,6,2026-07-29T09:04:50Z
oil-a4f6b6de8fcb2c3d,Sale of adulterated coconut oil: farmers elated over SHRC’s intervention,thehindu.com,2026-02-19,https://www.thehindu.com/news/national/kerala/sale-of-adulterated-coconut-oil-farmers-elated-over-shrcs-intervention/article70651539.ece,Edible Oil,relevant_event,0.95,1,suspected,coconut oil,adulterated coconut oil,adulteration | substandard,"Kozhikode, Kerala, India",urgent inquiry directive,relevant,0.8516265033531835,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,8,9,2026-07-29T12:41:21Z
oil-69a4843e2e016e1e,Adulterated paneer and cooking oil seized ahead of Diwali | Agra News - The Times of India,indiatimes.com,2025-10-15,https://timesofindia.indiatimes.com/city/agra/adulterated-paneer-and-cooking-oil-seized-ahead-of-diwali/articleshow/124586909.cms,Edible Oil,unclear,0.95,1,suspected,edible oil | mustard oil | refined soybean oil,,substandard | unsafe_food,"Agra, Uttar Pradesh, India",seizure | closure | notice,relevant,0.6272369234416718,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,6,14,2026-07-29T05:37:06Z
oil-c2fa50179af284f7,"Flies hovering on them, 145kg rasgullas destroyed by food safety officials in Noida",indiatimes.com,2025-10-12,https://timesofindia.indiatimes.com/city/noida/flies-hovering-on-them-145kg-rasgullas-destroyed-by-food-safety-officials-in-noida/articleshow/124489677.cms,Edible Oil,unclear,0.85,1,suspected,mustard oil,,adulteration,"Noida, Gautam Buddha Nagar, Uttar Pradesh, India",seizure,,,,0,0,2,8,2026-07-29T15:07:27Z
oil-c72d68cafd2478be,FSDA seizes substandard supply of edible oil worth 30L | Kanpur News - The Times of India,indiatimes.com,2025-10-10,https://timesofindia.indiatimes.com/city/kanpur/fsda-seizes-substandard-supply-of-edible-oil-worth-30l/articleshow/124437838.cms,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,substandard,"Kanpur, Uttar Pradesh, India",seizure,relevant,0.9652111641380194,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",3,0,6,1,2026-07-29T15:57:50Z
oil-081117bbf714a215,Pre-Diwali crackdown on food adulteration in Lucknow,hindustantimes.com,2025-10-10,https://www.hindustantimes.com/cities/lucknow-news/prediwali-crackdown-on-food-adulteration-in-lucknow-101760112550766.html,Edible Oil,unclear,0.85,1,suspected,mustard oil | edible oils,,substandard | adulteration,"Lucknow, Uttar Pradesh, India",seizure,,,,1,0,6,18,2026-07-28T19:17:15Z
oil-23d97461886d2622,FDA seizes untested soyabean oil,indiatimes.com,2025-10-09,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-untested-soyabean-oil/articleshow/124398090.cms,Edible Oil,relevant_event,0.95,2,suspected,soyabean oil,,substandard | unsafe_food,"Nagpur, Maharashtra, India | Gondia, Maharashtra, India",seizure,,,,1,0,3,6,2026-07-28T22:39:02Z
oil-9f582ea75e0eddfb,"Raids at 8 shops in Gurgaon, 16 food samples seized, sent for tests",indiatimes.com,2025-09-29,https://timesofindia.indiatimes.com/city/gurgaon/raids-at-8-shops-in-gurgaon-16-food-samples-seized-sent-for-tests/articleshow/124199612.cms,Edible Oil,unclear,0.95,1,suspected,mustard oil,,adulteration | substandard,"Gurgaon, Haryana, India",raids | seizure,,,,0,0,1,9,2026-07-29T11:52:56Z
oil-4868fc6b9046a8f9,"14 students of a government school in Hazaribag take ill after consuming snacks , hospitalized",indiatimes.com,2025-09-24,https://timesofindia.indiatimes.com/city/ranchi/14-students-of-a-government-school-in-hazaribag-take-ill-after-consuming-snacks-hospitalized/articleshow/124097235.cms,Edible Oil,unclear,0.95,1,pending_test,mustard oil,,contamination | substandard,"Hazaribag, Jharkhand, India",inspection | sample_collection,,,,0,0,6,10,2026-07-29T02:39:01Z
oil-9522cb6fbdcc239f,Coconut oil unit sealed in Kanniyakumari for violations,thehindu.com,2025-08-21,https://www.thehindu.com/news/cities/Madurai/coconut-oil-unit-sealed-in-kanniyakumari-for-violations/article69960089.ece,Edible Oil,relevant_event,0.95,1,suspected,coconut oil,,adulteration | substandard | mislabeling,"Kanniyakumari, Tamil Nadu, India",sealing of coconut oil unit | seizure,,,,1,0,3,6,2026-07-29T10:46:21Z
oil-8e1bcc090b3c0db2,16k litres of fake coconut oil seized | Thiruvananthapuram News - Times of India,indiatimes.com,2025-08-14,https://timesofindia.indiatimes.com/city/thiruvananthapuram/16k-litres-of-fake-coconut-oil-seized/articleshow/123288376.cms,Edible Oil,relevant_event,0.95,1,alleged,coconut oil,fake coconut oil,adulteration | counterfeit | mislabeling,"Kollam, Kerala, India",seizure,relevant,0.912246842110634,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,4,5,2026-07-29T09:49:30Z
oil-a9685f88d15906f6,"Food Safety wing seizes 16,565 litres of spurious coconut oil in raids  ",thehindu.com,2025-08-12,https://www.thehindu.com/news/national/kerala/food-safety-wing-seizes-16565-litres-of-spurious-coconut-oil-in-raids/article69925354.ece,Edible Oil,relevant_event,0.95,1,suspected,coconut oil,,substandard | adulteration,"seven districts in Kerala, Kerala, India",seizure,relevant,0.856106898267018,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,2,3,2026-07-29T13:13:03Z
oil-17abc10a59ca2c80,Court fines 2 for selling adulterated mustard oil in Ghaziabad | Noida News - The Times of India,indiatimes.com,2025-07-26,https://timesofindia.indiatimes.com/city/noida/court-fines-2-for-selling-adulterated-mustard-oil-in-ghaziabad/articleshow/122912688.cms,Edible Oil,relevant_event,0.95,1,unclear,mustard oil,,substandard | unsafe_food,"Ghaziabad, Uttar Pradesh, India","fine of Rs 20,000 each under Section 51 of the FSSA | fine of Rs 5,000 each under Section 59 (i) of the Act",relevant,0.7923283444275631,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,6,7,2026-07-28T21:50:57Z
oil-8e1ede70f7533502,"Coconut oil price skyrockets, crosses Rs 500 per litre",newindianexpress.com,2025-07-25,https://www.newindianexpress.com/states/kerala/2025/Jul/25/coconut-oil-price-skyrockets-crosses-rs-500-per-litre,Edible Oil,relevant_event,0.75,1,suspected,coconut oil,unknown,adulteration,"Kochi, Ernakulam, Kerala, India",,irrelevant,0.417,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,0,11,2026-07-29T09:51:05Z
oil-70649ae86f99dffc,"Maharashtra News: Minister Narhari Zirwal Announces Suspension Of 2 FDA Officials, Closure Of Nandurbar Factory Over Oil Adulteration",freepressjournal.in,2025-07-07,https://www.freepressjournal.in/mumbai/maharashtra-news-minister-narhari-zirwal-announces-suspension-of-2-fda-officials-closure-of-nandurbar-factory-over-oil-adulteration,Edible Oil,relevant_event,0.95,1,suspected,soybean oil | groundnut oil,,adulteration | substandard,"Akkalkuwa, Nandurbar, Maharashtra, India",suspension | closure,relevant,0.6975422954563553,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,3,14,2026-07-29T06:03:03Z
oil-431077a2a1ab59e9,Substandard edible oil found in Nandurbar: Minister warns of action,indianexpress.com,2025-07-07,https://indianexpress.com/article/cities/mumbai/substandard-edible-oil-found-in-nandurbar-minister-warns-of-action-10112216/,Edible Oil,relevant_event,0.95,1,suspected,edible oil | refined soybean oil | groundnut oil,,substandard,"Nandurbar, Maharashtra, India",Legal action under Food Safety and Standards Act,relevant,0.9234249919399004,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,3,6,2026-07-29T02:18:02Z
oil-2027fa14e94958fd,Maharashtra News: Rural Development Minister Jaikumar Gore Announces Suspension Of 2 Engineers Over Irregular Payments,freepressjournal.in,2025-07-07,https://www.freepressjournal.in/mumbai/maharashtra-news-rural-development-minister-jaikumar-gore-announces-suspension-of-2-engineers-over-irregular-payments,Edible Oil,unclear,0.85,1,suspected,soybean oil | peanut oil,,substandard,"Nandurbar, Maharashtra, India",suspension | closure,irrelevant,0.4057576413847123,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",0,0,6,4,2026-07-28T22:04:10Z
oil-a882a3e8b7aeb487,Coconut oil prices on the boil as retail price soars to ₹410/litre,thehindubusinessline.com,2025-06-17,https://www.thehindubusinessline.com/economy/agri-business/coconut-oil-prices-on-the-boil-as-retail-price-soars-to-410litre/article69703785.ece,Edible Oil,relevant_event,0.95,1,alleged,coconut oil,inferior and adulterated oils,adulteration | substandard,"Kerala, India",banning of 42 brands of coconut oil,irrelevant,0.4134,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,1,0,0,12,2026-07-29T13:10:08Z
oil-438415c185832786,AMC seizes 105 tins of suspicious cooking oil from Behrampura - The Times of India,indiatimes.com,2025-04-26,https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,Edible Oil,unclear,0.85,1,suspected,refined palm oil | refined soybean oil,,substandard,"Ahmedabad, Gujarat, India",seizure,relevant,0.6183954414544142,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,6,13,2026-07-29T02:20:39Z
oil-4d6bfb72c0733299,Health dept seizes 352 boxes of refined oil after 6 hospitalised,hindustantimes.com,2025-04-22,https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,Edible Oil,relevant_event,0.95,1,suspected,refined soyabean oil | Binni refined oil,Vitamin D,adulteration | contamination,"Rajpura, Patiala, Punjab, India",confiscation | public announcement,irrelevant,0.3488802283324012,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",6,0,16,4,2026-07-29T03:09:39Z
oil-05aa031a4b58524e,"Fake oil found in Bihar, here's how to spot it.",indiatoday.in,2025-03-25,https://www.indiatoday.in/newsmo/video/fake-oil-found-in-bihar-heres-how-to-spot-it-2698982-2025-03-25?utm_source=rss,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,counterfeit | substandard,"Rohtas district, Bihar, India",seizure,irrelevant,0.067321759216214,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,0,1,2026-07-28T18:41:44Z
oil-c84820229ce8af05,Shop owner held for selling expired edible oils with tampered labels,siasat.com,2025-03-12,https://www.siasat.com/shop-owner-held-for-selling-expired-edible-oils-with-tampered-labels-3193611/,Edible Oil,relevant_event,0.95,1,alleged,edible oil | Fresh Heart brand oil,,substandard | mislabeling | counterfeit,"Hyderabad, Telangana, India",arrest | seizure | legal action,relevant,0.6596,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,4,4,2026-07-29T16:01:19Z
oil-5847641c3b5b8b8f,"Edible oil racket busted, 1 arrested in joint drive",thehansindia.com,2025-03-12,https://www.thehansindia.com/telangana/edible-oil-racket-busted-1-arrested-in-joint-drive-953178,Edible Oil,relevant_event,0.95,1,alleged,edible oil,,mislabeling | substandard | unsafe_food,"Hyderabad, Telangana, India",raid | arrest | seizure,irrelevant,0.4952726051913269,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,5,4,2026-07-29T03:26:49Z
oil-156fd0980ec51fe6,Shop owner held for selling expired edible oils with tampered labels in Hyderabad,etemaaddaily.com,2025-03-12,https://www.en.etemaaddaily.com/world/hyderabad/shop-owner-held-for-selling-expired-edible-oils-with-tampered-labels-in-hyderabad:171904,Edible Oil,relevant_event,0.95,1,alleged,edible oil,,substandard | mislabeling,"Hyderabad, Telangana, India",arrest,irrelevant,0.3034,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,1,2,2026-07-28T21:19:27Z
oil-0536bbfbc5745875,Shop owner arrested for selling expired edible oils,thehindu.com,2025-03-11,https://www.thehindu.com/news/national/telangana/shop-owner-arrested-for-selling-expired-edible-oils/article69317546.ece,Edible Oil,relevant_event,0.95,1,alleged,edible oil | Fresh Heart brand oil,,substandard | mislabeling,"Hyderabad, Telangana, India",arrest | seizure,relevant,0.6027,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,5,3,2026-07-28T18:38:26Z
oil-86a403aef71f924e,"2,300kg of spurious paneer seized",indiatimes.com,2025-03-06,https://timesofindia.indiatimes.com/city/ahmedabad/2300kg-of-spurious-paneer-seized/articleshow/118742649.cms,Edible Oil,unclear,0.85,1,suspected,cottonseed oil,,adulteration | substandard,"Kadi, Mehsana, Gujarat, India",seizure | investigation,,,,0,0,2,8,2026-07-29T08:41:08Z
oil-2a83d0762b1ee1b8,"Fake oil, other items worth Rs8.5 lakh seized | Nagpur News - The Times of India",indiatimes.com,2025-02-16,https://timesofindia.indiatimes.com/city/nagpur/fake-oil-other-items-worth-rs8-5-lakh-seized/articleshow/118285152.cms,Edible Oil,relevant_event,0.95,1,suspected,edible oil,local oil,counterfeit | substitution,"Nagpur, Maharashtra, India",raid | seizure | booking,relevant,0.6327850615796671,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",1,0,4,5,2026-07-28T23:10:01Z
oil-c3728ff063420cf8,Major crackdown on adulterated ghee and oil in Pokaran over 14000kg seized,timesofindia.indiatimes.com,2025-01-01,https://timesofindia.indiatimes.com/city/jaipur/major-crackdown-on-adulterated-ghee-and-oil-in-pokaran-over-14000kg-seized/articleshow/131486941.cms,Edible Oil,relevant_event,0.95,1,suspected,ghee | edible oil | palm oil | soybean oil | vanaspati,,adulteration,"Pokaran, Jaisalmer, Rajasthan, India",surprise raid | seizure | detention,,,,4,0,6,20,2026-07-29T15:11:10Z
oil-ca9b994ce2d3e502,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,indiatimes.com,2024-12-15,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,Edible Oil,relevant_event,0.85,1,suspected,mustard oil,other oils,adulteration | substitution,"Chandigarh, Punjab and Haryana, India",order to collect mustard oil samples for testing | directive to find central govt policy,relevant,0.7483593569424143,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,7,6,2026-07-29T16:21:14Z
oil-2f0a177eecae442b,Investigation into Dropsy Deaths in Nabha: New Committee Formed to Probe Tainted Edible Oil | Chandigarh News - Times of India,indiatimes.com,2024-11-27,https://timesofindia.indiatimes.com/city/chandigarh/investigation-into-dropsy-deaths-in-nabha-new-committee-formed-to-probe-tainted-edible-oil/articleshow/115711329.cms,Edible Oil,relevant_event,0.95,1,lab_confirmed,edible oil | mustard oil,unfit edible oil,adulteration | substandard,"Nabha, Patiala, Punjab, India",advisory | committee formation,relevant,0.5135767479948466,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",2,0,5,3,2026-07-28T23:28:15Z
oil-b69aa408b924b9b4,"Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks",hindustantimes.com,2024-10-29,https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-370-kg-sweets-750-ltr-oil-seized-in-food-safety-checks-101730140849789.html,Edible Oil,relevant_event,0.95,1,suspected,edible oil,,substandard | unsafe_food,"Noida, Gautam Budh Nagar, Uttar Pradesh, India",seizure,,,,1,0,4,12,2026-07-29T14:16:40Z
oil-a7080ed266c36f88,Health Crisis in Nabha: Urgent Advisory After Fatal Dropsy Cases,indiatimes.com,2024-10-15,https://timesofindia.indiatimes.com/city/chandigarh/health-crisis-in-nabha-urgent-advisory-after-fatal-dropsy-cases/articleshow/114230683.cms,Edible Oil,relevant_event,0.95,1,suspected,mustard oil,argemone,adulteration,"Nabha, Patiala, Punjab, India",advisory,relevant,0.8929,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,5,11,2026-07-29T12:59:12Z
oil-aca35e8b9bccaa60,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,hindustantimes.com,2024-10-14,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,Edible Oil,relevant_event,0.95,1,lab_confirmed,mustard oil,argemone mexicana seeds,adulteration | contamination,"Nabha, Patiala, Punjab, India",survey,relevant,0.7115505895110944,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",5,0,2,9,2026-07-29T13:22:48Z
oil-9087ba5d7aa31b77,‘3 Dropsy deaths’: Patiala health officials launch probe,hindustantimes.com,2024-10-10,https://www.hindustantimes.com/cities/chandigarh-news/3-dropsy-deaths-patiala-health-officials-launch-probe-101728500333054.html,Edible Oil,relevant_event,0.92,1,suspected,mustard oil,Argemone mexicana seed oil,adulteration | contamination,"Nabha, Patiala, Punjab, India",probe,relevant,0.8445,Weighted ensemble: TF-IDF Linear SVM + BGE-large RBF-SVM + RoBERTa-base,2,0,1,5,2026-07-29T10:24:15Z
