round_number,round_name,round_description,date_start,date_end,source_run,final_keep,final_human_label,human_review_status,human_review_source,model_final_label,model_confidence,title,source,date,url,domain,publication_date,word_count,reason,evidence_phrase,llm_label,llm_confidence,llm_reason,oil_role,edible_oil_terms,adulteration_action_terms,negative_terms,query_family,query_id,article_id,file_path,cleaned_text_path,article_text
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,FDA adopts zero-tolerance policy for edible oil sold loose and in reused tins | Nagpur News - Times of India,indiatimes.com,2022-10-04,https://timesofindia.indiatimes.com/city/nagpur/fda-adopts-zero-tolerance-policy-for-edible-oil-sold-loose-and-in-reused-tins/articleshow/94628169.cms,timesofindia.indiatimes.com,2022-10-04,323,LLM reading: edible oil is itself the adulterated product,loose edible oils have higher chances of being adulterated,relevant,1.0,edible oil is itself the adulterated product,adulterated_product,edible oil; loose oil; loose edible oil,adulterated; substandard; seized; raid; raided; food safety; FDA; crackdown,,title_only,title_oils_enforcement,65315d3a-7d04-4b6c-9350-35d3cfa4231f,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\125da51801489b89.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\125da51801489b89.txt,"Nagpur: The Food and drugs administration (FDA) has stepped up its crackdown on edible oils sold loose and also in reused tins.
In 2022 till date, FDA has seized 2,075 kgs of edible oils worth more than Rs 2.99 lakhs. These seizures were from traders found violating norms. The raids were conducted by assistant commissioner Abhay Deshpande and joint commissioner Suresh Annapure.
On September 19, FDA had raided a grocery shop at Saoner seizing around 358 kg loose oil worth Rs 46,542.
On September 27, around 686.8 kgs of loose edible oil worth Rs 86,536 were seized from M/s Shree Trading company, Rameshwari Road, belonging to one Amritlal Sahu.
Deshpande said selling of loose edible oil is prohibited as per the regulations mentioned in the Food Safety and Standard Act, 2002. âThe loose edible oils have higher chances of being adulterated and substandard quality. Consumers should not go for cheaper loose edible oils and face health complications,â said Deshpande.
FDA, continuing its raiding actions, have commenced a consistent drive against the unscrupulous traders selling loose edible oil in reused tins.
Around 6,684.85 kgs of edible oils worth more than Rs 10.46 lakhs were seized this year by FDA team.
On September 16, FDA team conducted a raid at Prabhu Trading at Quetta Colony seizing more than 802 kgs of edible oil worth more than Rs 1.41 lakhs.
In yet another raid on September 26, the FDA team had seized 973.4 kgs of edible oils worth more than Rs 1.19 lakhs stored in reused tins from the premises of M/s Mohandas Hariram and company at Teliapura.
Deshpande said oil merchants associations and traders' bodies were told not to sell oil in loose quantities. âThere would be periodic and random raids on oil merchants and traders,â said Deshpande stating reused tins can prove perilous for health as âno one knows whether they were properly cleaned or dried before refilling with labels of the branded companiesâ."
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,"16,600 Kg Mustard Oil Seized In Vki | Jaipur News - Times of India",indiatimes.com,2022-10-14,https://timesofindia.indiatimes.com/city/jaipur/16600-kg-mustard-oil-seized-in-vki/articleshow/94848908.cms,timesofindia.indiatimes.com,2022-10-14,115,LLM reading: Mustard oil is itself the adulterated food product.,166 quintals of mustard oil... were adulterated,relevant,1.0,Mustard oil is itself the adulterated food product.,adulterated_product,mustard oil,adulterated; seized,,title_only,title_oils_enforcement,ffb90aa8-1c8f-40bb-ba91-b6456bc202c2,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\b44f04d484691497.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\b44f04d484691497.txt,"Jaipur: Intensifying measures to prevent the sale of adulterated food products ahead of Diwali, health department teams on Thursday seized 166 quintals of mustard oil in Vishwakarma Industrial (VKI) area on suspicion that they were adulterated.
The action was taken under the âShudh Ke Liye Yudhâ campaign with the help of the health department, district administration and crime branch.
Mstard oil samples were taken and around 3,600 kg of mustard oil was seized from Goyal Edible on Road Number 14 in VKI area. Samples were collected and 13,000 kgs of mustard oil was also seized from Goyal Oil and Dal Mill. Coriander powder was also seized from Surya Enterprises in VKI area, said officials. TNN"
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,"Uttarakhand: A year on, mustard oil manufacturer, supplier penalised for adulteration | Dehradun News - Times of India",indiatimes.com,2022-10-17,https://timesofindia.indiatimes.com/city/dehradun/uttarakhand-a-year-on-mustard-oil-manufacturer-supplier-penalised-for-adulteration/articleshow/94903787.cms,timesofindia.indiatimes.com,2022-10-17,184,LLM reading: Mustard oil is itself the adulterated food product.,"The samples of sugar, gram flour and mustard oil were sent to the lab for examination. In July 2021, its report came, which suggested that mustard oil was adulterated.",relevant,1.0,Mustard oil is itself the adulterated food product.,adulterated_product,mustard oil,adulterated; adulteration; food safety; FSDA; penalty,,title_only,title_oils_enforcement,56baccf6-907e-40cf-a2a3-8181d4a2565a,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\0800554993ee5b8e.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\0800554993ee5b8e.txt,"In a matter of violation of food safety standards, a local court in Pauri penalised a supplier and a manufacturer of mustard oil with Rs 3 lakh, holding them guilty of adulteration. The sample was collected a few days before the festival of Holi in 2021. 
The Food Safety and Drug Administration (FSDA) department becomes more active during festive seasons to ensure no adulterated food items are sold in the market.
The court of additional district magistrate of Pauri Ela Giri imposed a penalty of Rs 2 lakh on the mustard oil manufacturer at Balaji Udyog located in Haryana's Rewari and a penalty of Rs 1 lakh on the supplier Sandip Jain who runs his business at Najibabad road in Kotdwar.
 FSDA officer Rachna Lal collected samples in March 2021 during the frisking of a vehicle loaded with food items in Pauri. The samples of sugar, gram flour and mustard oil were sent to the lab for examination. In July 2021, its report came, which suggested that mustard oil was adulterated. The FSDA officials filed a case at the ADM court in October 2021"
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,Food Dept Seizes 831l Mustard Oil | Kanpur News - Times of India,indiatimes.com,2023-03-06,https://timesofindia.indiatimes.com/city/kanpur/food-dept-seizes-831l-mustard-oil/articleshow/98439612.cms,timesofindia.indiatimes.com,2023-03-06,176,LLM reading: Mustard oil is itself the adulterated product.,"Food security and drug administration department on Sunday seized around 831 litre of mustard oil worth Rs 1,14,764",relevant,1.0,Mustard oil is itself the adulterated product.,adulterated_product,mustard oil; rice bran oil,seized; seizure,,title_only,title_oils_enforcement,5fd369df-33fa-4ed1-893c-9185fbb4950d,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\0ca143fb592d592e.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\0ca143fb592d592e.txt,"Kanpur: Food security and drug administration department on Sunday seized around 831 litre of mustard oil worth Rs 1,14,764 and collected 19 samples of food items and sent them to lab for testing.
The mustard oil was seized from three vendors, and the biggest stock was of a trader in Ghatampur town. The team, led by Ratnakar Singh, food security officer, seized around 799 litre of mustard oil worth Rs 1,11,860.
Another seizure of 22 litre worth Rs 2,904 from a shopkeeper of Maharajpur. 
The team, led by Shantanu Kumar, food security officer, also seized around 34 litre of refined soyabean oil worth Rs 4,420 from the same premises.
According to assistant commissioner 
Vijay Kumar, around 15 teams after roaming in the district collected 19 samples of cheese, mawa, papad, besan, maida, rice bran oil, mixed milk and sweets from 4 vendors.
Singh said raids were conducted in compliance with the orders of commissioner, food security and drug administration to provide pure and standard food items and articles on the occasion of the coming 
Holi festival."
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,"Income Tax dept raids on edible oil business group across Bengal, Assam",indiatoday.in,2023-05-16,https://www.indiatoday.in/india/story/west-bengal-income-tax-raid-business-group-rice-bran-oil-2380108-2023-05-16?utm_source=rss,indiatoday.in,2023-05-16,365,LLM reading: Edible oil business group raided and found to be suppressing yield and making unaccounted cash sales of edible oils.,the group was suppressing its yield and making unaccounted cash sales of edible oils,relevant,1.0,Edible oil business group raided and found to be suppressing yield and making unaccounted cash sales of edible oils.,adulterated_product,edible oil; mustard oil; rice bran oil,seized; raid,,title_only,title_oils_enforcement,92c9ecac-fc11-4421-b231-04269e266a92,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\indiatoday.in\93fc52135781efbe.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\indiatoday.in\93fc52135781efbe.txt,"Income Tax dept raids on edible oil business group across Bengal, Assam
The I-T officials seized unaccounted cash of Rs 1.73 crore, along with unaccounted jewellery worth Rs 1 crore during its raid on a West Bengal-based business group.
The Income Tax department has detected Rs 40 crore of unaccounted income after raiding a West Bengal-based business group operating largely in the North Bengal region. The I-T department didn't specify when the raid was conducted but released a statement on the raids and seizures on Tuesday.Â
In its statement, the Central Board of Direct Taxes (CBDT) said that the business group is controlled by a person with an active political background.
Searches were also conducted in the premises of a close associate of the business group. This group is a leading exporter of agro products in the Malda district of North Bengal and isÂ engaged in a variety ofÂ businesses ranging from the production and sale of edible Rice Bran Oil, mustard oil, De-Oiled Rice Bran (DORB), different types of chemicals and real estate, etc.
A total of 23 premises spread over Uttar Dinajpur, Dakshin Dinajpur, Malda, Kolkata, and Siliguri in West Bengal and Guwahati in Assam and surrounding areas were searched.
ALSO READ |Â Maharashtra: CBI registers Rs 1,017-cr bank fraud case against steelmaker Loha Ispaat
The raid revealed that the group was suppressing its yield and making unaccounted cash sales of edible oils and De-Oiled Rice Bran.
Several instances of cash transactions not recorded in regular books of account were detected during the search operation.
Handwritten notes, documents and digital evidence containing extracts of cash transactions were seized. Parallel cash books and bogus claims of expenses have also been found. A preliminary investigation has revealed unaccounted income of more than Rs 40 crore.Â
At the premises of the close business associate of the main business group, incriminating documents against cash payments in land acquisition to the tune of approximately Rs 17 crore were found. Details pertaining to unaccounted cash receipts of about Rs 100 crore were also found.Â
The IT officials seized unaccounted cash of Rs.1.73 crore, along with unaccounted jewellery worth Rs 1 crore during the raids. Further investigations are in progress."
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,indiatimes.com,2023-05-28,https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,timesofindia.indiatimes.com,2023-05-28,289,LLM reading: cooking oil is itself adulterated and seized by the authorities,the test results found that the cooking oil was adulterated,relevant,1.0,cooking oil is itself adulterated and seized by the authorities,adulterated_product,cooking oil,adulterated; food safety; Food Safety Department; Food Safety Officer; inspection,,title_only,title_oils_enforcement,f15883e4-b723-481b-a773-d61e0975dc7c,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\a0ffc158fbc572d0.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\a0ffc158fbc572d0.txt,"TRICHY: The food safety department has locked and sealed two cooking oil mills functioning on West Boulevard road near the Old Passport office complex for producing oil under unhygienic conditions. As the oil mills had committed licensing and labelling violations too, around 4,500 litres of cooking oil in the two private mills were confiscated by the officials on Saturday.
Food safety department officials said that oil samples from the two mills (Sri Krishnan Oil Mill and Yaanai pump Krishnan Oil Mill) on WB road were collected and inspected over a period of time.
They said that the test results found that the cooking oil was adulterated. 
Similarly, label norms as per the food safety and standards act 2006, were not properly followed, the officials said. Following the violations, the food safety department in December 2022 has suspended the license of the two oil mills and in March 2023, a stop-sale order was issued. However, the oils mills were continuing to operate and sell cooking oil, officials said. 
The shops had also applied for fresh licenses, but the field verifications were not conducted for the applications. Meanwhile, on Friday and Saturday, the food safety departmentâs team conducted consecutive inspections in the two oil mills. âDuring the inspection, we found cockroaches and rats in the oil production area. 
The oil press machinery was unhygienic. We gave adequate time for the oil mills to rectify their mistake, but they did not. So, using the emergency provisions, the two shops were locked and sealed,â R Ramesh Babu, district food safety officer said. The food safety department has yet again collected four samples from the cooking oil for further laboratory examination. Residents with complaints about food safety can lodge a complaint at 94440-42322 (WhatsApp)."
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,Blended edible oil beneficial: FSSAI | Today News,livemint.com,2023-10-18,https://www.livemint.com/news/india/blended-edible-oil-beneficial-fssai-11697567700962.html,livemint.com,2023-10-18,526,LLM reading: edible oil is itself the adulterated/fake/spurious/unsafe/misbranded product being discussed,"The FSSAI banned the blending of mustard oil with any oil effective from 8 June 2021 to benefit farmers, provide healthy oil for human consumption and decrease India’s dependence on edible oil imports by increasing production.",relevant,1.0,edible oil is itself the adulterated/fake/spurious/unsafe/misbranded product being discussed,adulterated_product,edible oil; mustard oil; soybean oil; palm oil; sunflower oil; vegetable oil,food safety; FSSAI; banned,,title_only,title_oils_enforcement,add47588-f85a-4865-9b57-98cc68d47b7a,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\livemint.com\17a522fd14678851.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\livemint.com\17a522fd14678851.txt,"The Food Safety and Standards Authority of India (FSSAI) has said that banning the blending of edible oils, particularly sunflower oil, has no scientific rationale, as there is no food safety or health concern in consuming them.
Instead, the food regulator said in a much-awaited report that blending is beneficial for health, and improves the properties of edible oil.
The FSSAI added that there is not enough data to support the idea that banning blended sunflower oil will increase domestic production of sunflower oil. Also, blended edible oil is more affordable, it said.
An inter-ministerial committee was set up last year under the chairmanship of the special secretary in the health and family welfare ministry to review the blending of edible oils in general and sunflower oil in particular.
This came “after the government found through a field survey that there was an increase in mustard oilseed area post the FSSAI’s ban on the blending of mustard oil for production of multi-sourced edible vegetable oils (MSEVOs) with effect in June 2021,” a member of the committee said on request of anonymity.
In 2021-22, India is estimated to have produced record-high mustard seeds in the rabi, or winter, crop season of 11.9 million tonnes (mt) against the previous year’s 10.2 mt, according to the agriculture ministry.
The FSSAI banned the blending of mustard oil with any oil effective from 8 June 2021 to benefit farmers, provide healthy oil for human consumption and decrease India’s dependence on edible oil imports by increasing production.
“After the healthy situation of mustard farmers and an increase in mustard seed area and subsequently production, the government thought to use it for other oilseed crops. India imports a lot of edible oil. They thought if they improve the production of other oilseed crops, imports of edible oil could be reduced, and this is the reason why they initiated the programme for sunflower oil,” the committee member explained.
India imports around 25 mt of edible oil, nearly 60% of its total annual domestic consumption. The country primarily imports 8 mt of palm oil, 2.7 mt of soybean oil and 2 mt of sunflower oil.
India produces a negligible amount sunflower seeds and sunflower oil against its consumption.
As per the agriculture ministry’s third advance estimate, India produced 204,000 tonnes of sunflower seed in 2022-23 as compared with 111,000 tonnes in the previous year.
Domestic consumption of sunflower oil is 2.5 mt. The huge supply gap is met through imports from countries like Ukraine, Russia and Argentina.
As per the current FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used is at least 20%. Companies are obliged to disclose the blending ratio on the label of the bottle.
“The inter-ministerial committee came up with the report, not public yet, and presented its recommendations to the government. It will now be reviewed by the government and a decision will be taken,” the committee member said.
Queries sent to the FSSAI, the agriculture ministry, the ministry of consumer affairs, food and public distribution, and the ministry of health and family welfare remained unanswered at press time."
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,Navi Mumbai: 7 booked for selling adulterated edible oil,mid-day.com,2023-12-07,https://www.mid-day.com/mumbai/mumbai-crime-news/article/navi-mumbai-7-booked-for-selling-adulterated-edible-oil-23323774,mid-day.com,2023-12-07,120,LLM reading: edible oil is itself the adulterated product,"adulterated edible oil, animal fats and other harmful substances were being mixed in palm oil",relevant,1.0,edible oil is itself the adulterated product,adulterated_product,edible oil; palm oil; groundnut oil,adulterated; raided,,proximity,proximity_edible_oil_adulterated,26a95ea6-eadd-4437-bda3-630153aca1b6,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\mid-day.com\8b07a4ab66aec78d.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\mid-day.com\8b07a4ab66aec78d.txt,"Navi Mumbai: 7 booked for selling adulterated edible oil
Seven people linked to an agro firm have been accused of selling adulterated edible oil. Navi Mumbai Police has filed an FIR against them.
Representative Image
The Navi Mumbai Police registered a First Information Report against seven persons for allegedly selling adulterated edible oil, stated a PTI report. The report added that the accused persons are associated with an agro firm.
According to the PTI report, a team of APMC police station raided the premises of Gautam Agro India at Vashi on September 5 and found that animal fats and other harmful substances were being mixed in palm oil which in turn was being sold as groundnut oil and safflower oil."
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:relevant,relevant,1.0,The mustard oil mystery: Why is it banned in the US and Europe?,indiatimes.com,2023-12-18,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-mustard-oil-mystery-why-is-it-banned-in-the-us-and-europe/photostory/106086699.cms,timesofindia.indiatimes.com,2023-12-18,455,"LLM reading: Mustard oil is itself the adulterated, fake, spurious, unsafe, misbranded, seized, or failed-sample food product.",The FDA reclassified mustard oil as 'for external use only' in the US due to health concerns...,relevant,1.0,"Mustard oil is itself the adulterated, fake, spurious, unsafe, misbranded, seized, or failed-sample food product.",adulterated_product,mustard oil; soybean oil,FDA; banned,,title_only,title_oils_enforcement,17b42100-a344-4288-a751-66b6c27f60d9,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\ff079513224fff0c.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\timesofindia.indiatimes.com\ff079513224fff0c.txt,"The underrated mustard seed, better known as strong and spicy condiment, has a valuable oil hidden inside. While many nations, such as Thailand and India, use edible mustard oil in their cooking, the US and Europe have expressed concern and outlawed its use in food for human consumption. Let's explore the controversy surrounding mustard oil, including its unique properties, rich history, and the reasons it was outlawed in the West.
An ancient spice that dates back to the Stone Age, mustard has been incorporated into many different cultures. Mustard has developed with human civilization, starting with the Romans who created tart sauces and continuing with the French who created Grey Poupon Dijon. Beyond their reputation as a condiment, mustard seeds contain an oil with a unique composition that can be used for a wide range of purposes, including cosmetics and cooking.
With its high proportion of monounsaturated fats, balanced amounts of omega-3 and omega-6 polyunsaturated fats, and low levels of saturated fats, mustard seed oil has a heart-healthy composition. Its anti-inflammatory, antibacterial, and analgesic qualities make it a star in cosmetic and pharmaceutical formulations, even outside the kitchen. But the same substances that provide these advantages also give rise to worries about possible toxicity at larger concentrations.
Read also: Is diabetes reversal possible?
Erucic acid and glucosinolates were found to be the cause of mustard oil's strong flavor during research conducted in the 1950s. Although the mustard plant uses these substances as natural defenses, elevated erucic acid concentrations raised concerns about possible cardiac problems in mice. Despite the lack of clarity surrounding the effects on humans, regulatory bodies such as the FDA acted and prohibited edible mustard oil due to its high erucic acid content.
The FDA reclassified mustard oil as ""for external use only"" in the US due to health concerns, limiting its use to products for skincare and haircare. While some nations still use mustard oil in their cooking, the West has shifted to using soybean oil instead, which is high in Omega-3 and Omega-6 fatty acids and promotes collagen, flexibility, and general skin health.
Efforts are being made to lessen the amount of erucic acid in mustard oil because of its possible health benefits. Canola oil originated from a low-erucic acid cultivar that was developed by Canadian researchers. FDA approval of a particular brand of edible mustard seed oil with reduced levels of erucic acid may indicate a change in the agency's regulatory positions.
There is hope for a safer and healthier mustard oil thanks to advancements in processing techniques within the oil industry. The journey of mustard seed oil is being discussed and may eventually be reexamined and accepted in the culinary world.
Read also: Mouth ulcer remedies for quick relief"
2,round_02_mediacloud_not_terms_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 23 2026, Round 1 positive terms plus human-approved NOT terms, title-only and proximity-heavy retrieval; human-reviewed relevance labels with metadata-rescue append.",2021-01-01,2026-06-23,edible_oil_adulteration_round_02_2026-06-23,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:irrelevant,irrelevant,1.0,"Maharashtra FDA cracks down on McDonald's, catches fast food major using cheap vegetable oil in place of cheese",indiatimes.com,2024-02-23,https://economictimes.indiatimes.com/industry/cons-products/food/maha-fda-cracks-down-on-mcdonalds-catches-fast-food-major-using-cheap-vegetable-oil-in-place-of-cheese/articleshow/107934081.cms,economictimes.indiatimes.com,2024-02-23,372,"LLM reading: oil is an adulterant in cheese, not a standalone adulterated food product","items like 'cheese nuggets', 'cheesy dip', and 'cheeseburger' were being labelled as such without indicating that the cheese was a substitute",irrelevant,1.0,"oil is an adulterant in cheese, not a standalone adulterated food product",adulterated_product,vegetable oil,FDA; inspection,,title_only,title_oils_enforcement,439e9bc8-a37d-46ee-a72b-c7949d3ebcbe,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\economictimes.indiatimes.com\4da1d01f89503d2b.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oil_adulteration_round_02_2026-06-23\mediacloud\cleaned_text\economictimes.indiatimes.com\4da1d01f89503d2b.txt,"Cheese analogues are designed to replicate the taste and texture of traditional dairy cheese, often substituting dairy fat with more cost-effective vegetable oil. The FDA claims that McDonald's failed to disclose the use of cheese analogues on food labels or electronic display boards, potentially posing health risks to consumers.
FDA commissioner Abhimanyu Kale told TOI, ""During the inspection, our officers did not find any mention of cheese analogues anywhere. Items like 'cheese nuggets', 'cheesy dip', and 'cheeseburger' were being labelled as such without indicating that the cheese was a substitute,"" he said. ""Most other fast food pizza and burger joints could be indulging in the same practice. We plan to investigate these chains as well.""
The inspection of a McDonald's branch in Ahmednagar in October revealed at least eight items containing cheese analogues. Despite McDonald's contesting the action, the outlet's licence was suspended due to an unsatisfactory explanation. McDonald’s wrote to the FDA in Dec that they have renamed the products by removing the word ""cheese,"" but the FDA is pushing for broader investigations into similar practices by other fast-food chains.
As per the TOI report, McDonald’s has now denied using substitutes. “...we want to reassure customers that we use only real, quality cheese in all our products,” a spokesperson said.
Here's what McDonald's said
Westlife Foodworld issued a clarification saying that it is actively engaging with the competent authorities on this issue and awaiting their final clarification.
""We have always been adhering to stringent food standards and are fully compliant with all applicable food laws. Our commitment to transparency in our ingredients and dedication to providing delicious, high-quality meals to our customers remains unwavering,"" the company said.
Westlife Foodworld handles McDonald's' franchises across 62 cities in southern and western India. Shares of Westlife Foodworld closed with a cut of over 2 per cent while the benchmark indices ended muted with a negative bias.
With inputs from TOI
(Catch all the Business News, Breaking News and Latest News Updates on The Economic Times.)
Subscribe to The Economic Times Prime and read the ET ePaper online.
(Catch all the Business News, Breaking News and Latest News Updates on The Economic Times.)
Subscribe to The Economic Times Prime and read the ET ePaper online."
