triplet_id,corpus,food_pool,source_id,source_file_or_url,article_title,publication_date,publisher,snippet_id,chunk_index,subject,subject_type,predicate,object,object_type,confidence,confidence_band,evidence_span,normalized_subject,normalized_predicate,normalized_object
5548c82e6f072299e04d,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0007,7,special dietary Food with low sodium content,fkg:Food,fflo:hasObligation,NutrientDeclaration,fflo:ObligationType,0.95,>=0.95,"average carbohydrate, protein and fat content ... and the kilocalorie (or kilojoule) value shall be declared",special dietary food with low sodium content,hasobligation,nutrientdeclaration
2ee07bd432fdb606ef40,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0007,7,special dietary Food with low sodium content,fkg:Food,fflo:hasObligation,SaltSubstituteDeclaration,fflo:ObligationType,0.95,>=0.95,addition of the salt substitutes ... shall be declared,special dietary food with low sodium content,hasobligation,saltsubstitutedeclaration
e90847385ad99143e619,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0007,7,"Food Safety and Standards (Packaging and Labelling) Regulations, 2011",fkg:Food,fflo:compliesWith,special dietary Food with low sodium content,fflo:RegulatoryDocument,0.95,>=0.95,"in addition to the Food Safety and Standards (Packaging and Labelling) Regulations, 2011",food safety and standards packaging and labelling regulations 2011,complieswith,special dietary food with low sodium content
1e57aee24b02fef5542e,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0007,7,salt substitutes,fflo:RegulatoryDocument,fflo:defines,"Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011",fkg:Ingredient,0.95,>=0.95,"salt substitutes listed in clause (6) of sub- regulation 2.9.30 of the Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011",salt substitutes,defines,food safety and standards food products standards and food additives regulations 2011
7fff450965c4983510df,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,De-oiled meal,fkg:Ingredient,fflo:hasDefinition,the residual material left over when oil is extracted by a solvent from any oil-bearing material,xsd:string,0.95,>=0.95,De-oiled meal means the residual material left over when oil is extracted by a solvent from any oil-bearing material,de oiled meal,hasdefinition,the residual material left over when oil is extracted by a solvent from any oil bearing material
2cf3df672dece8ea553c,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,Hydrogenation,fflo:Processing,fflo:hasDefinition,the process of addition of hydrogen to an edible vegetable oil using a catalyst to produce a fat with semi-solid consistency,xsd:string,0.95,>=0.95,Hydrogenation means the process of addition of hydrogen to an edible vegetable oil using a catalyst to produce a fat with semi-solid consistency,hydrogenation,hasdefinition,the process of addition of hydrogen to an edible vegetable oil using a catalyst to produce a fat with semi solid consistency
3fad0013b15eb9f590c1,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,Irradiation,fflo:Processing,fflo:hasDefinition,"any physical procedure, involving the intentional exposure of food to ionizing radiations",xsd:string,0.95,>=0.95,"Irradiation means any physical procedure, involving the intentional exposure of food to ionizing radiations",irradiation,hasdefinition,any physical procedure involving the intentional exposure of food to ionizing radiations
268d8b7f55595b3d1729,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,Irradiation facility,fflo:RegulatoryDocument,fflo:hasDefinition,any facility which is capable of being utilized for treatment of food by irradiation,xsd:string,0.95,>=0.95,Irradiation facility means any facility which is capable of being utilized for treatment of food by irradiation,irradiation facility,hasdefinition,any facility which is capable of being utilized for treatment of food by irradiation
1df6340218dd7b3125e4,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,Irradiated food,fflo:FoodCategory,fflo:hasDefinition,"articles of food subjected to radiation by X-rays generated from machine sources operated at or below an energy level of 5 million electron volts; and Sub-atomic particles, namely, electrons generated from machine sources operated at or below an energy level of 10 million electron volts, to dose levels as specified in Schedule I of the Atomic Energy (Control of Irradiation of Food) Rules 1991",xsd:string,0.95,>=0.95,"Irradiated food means articles of food subjected to radiation by: - (ii) X-rays generated from machine sources operated at or below an energy level of 5 million electron volts; and (iii) Sub-atomic particles, namely, electrons generated from machine sources operated at or below an energy level of 10 million electron volts, to dose levels as specified in Schedule I of the Atomic Energy (Control of Irradiation of Food) Rules 1991",irradiated food,hasdefinition,articles of food subjected to radiation by x rays generated from machine sources operated at or below an energy level of 5 million electron volts and sub atomic particles namely electrons generated from machine sources operated at or below an energy level of 10 million electron volts to dose levels as specified in schedule i of the atomic energy control of irradiation of food rules 1991
c6f3d41260b16b564df4,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,Margarine,fflo:FoodCategory,fflo:hasDefinition,an emulsion of edible oils and fats with water,xsd:string,0.95,>=0.95,Margarine means an emulsion of edible oils and fats with water,margarine,hasdefinition,an emulsion of edible oils and fats with water
fa04c80a22067edc9e64,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0002,2,Operator of irradiation facility,fflo:RegulatoryOfficer,fflo:hasDefinition,any person appointed as such by licensee who satisfies the qualifications and requirements as for training specified in Schedule II of the Atomic Energy (Control of Irradiation of,xsd:string,0.95,>=0.95,Operator of irradiation facility means any person appointed as such by licensee who satisfies the qualifications and requirements as for training specified in Schedule II of the Atomic Energy (Control of Irradiation of,operator of irradiation facility,hasdefinition,any person appointed as such by licensee who satisfies the qualifications and requirements as for training specified in schedule ii of the atomic energy control of irradiation of
c7d211834bb5e8efb1ea,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0003,3,Refined vegetable oil,fflo:FoodCategory,fflo:hasDefinition,"any vegetable oil which is obtained by expression or solvent extraction of vegetable oil bearing materials, deacidified with alkali and/or by physical refining and/or by miscella refining using permitted food grade solvents and/or degumming using phosphoric/citric acid and/or any suitable food grade enzyme followed by bleaching with adsorbent earth and/or activated carbon and deodorized with steam without using any other chemical agents",xsd:string,0.95,>=0.95,Refined vegetable oil means any vegetable oil which is obtained by expression or solvent extraction,refined vegetable oil,hasdefinition,any vegetable oil which is obtained by expression or solvent extraction of vegetable oil bearing materials deacidified with alkali and or by physical refining and or by miscella refining using permitted food grade solvents and or degumming using phosphoric citric acid and or any suitable food grade enzyme followed by bleaching with adsorbent earth and or activated carbon and deodorized with steam without using any other chemical agents
32b07161d84c9f6f41d0,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0003,3,Refining,fflo:Processing,fflo:hasDefinition,"a process by which an expressed vegetable oil or a solvent-extracted oil is deacidified- (i) With alkali, or (ii) by physical refining, or both, or (iii) By miscella refining using permitted food grade solvent, followed by bleaching with absorbent earth and/or activated carbon or both of them and deodorized with steam without using any other chemical agent; (iv) refining if required may include the process of degumming using phosphoric/citric acid and any suitable food grade enzyme",xsd:string,0.95,>=0.95,Refining means a process by which an expressed vegetable oil or a solvent-extracted oil is deacidified,refining,hasdefinition,a process by which an expressed vegetable oil or a solvent extracted oil is deacidified i with alkali or ii by physical refining or both or iii by miscella refining using permitted food grade solvent followed by bleaching with absorbent earth and or activated carbon or both of them and deodorized with steam without using any other chemical agent iv refining if required may include the process of degumming using phosphoric citric acid and any suitable food grade enzyme
ffaeb5693033398670ca,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0003,3,Solvent-extracted oil,fflo:FoodCategory,fflo:hasDefinition,any vegetable oil obtained from oil-bearing material by the process of extraction by a solvent,xsd:string,0.95,>=0.95,Solvent-extracted oil means any vegetable oil obtained from oil-bearing material by the process of extraction by a solvent,solvent extracted oil,hasdefinition,any vegetable oil obtained from oil bearing material by the process of extraction by a solvent
258b99e679108bb41e44,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0003,3,Solvent-extracted edible flour,fflo:FoodCategory,fflo:hasDefinition,"the ground material obtained from specially prepared deoiled meal, that is, the residual material left over when oil is extracted by a solvent from oil cake immediately following the single-pressing of good quality edible oilseeds",xsd:string,0.95,>=0.95,Solvent-extracted edible flour means the ground material obtained from specially prepared deoiled meal,solvent extracted edible flour,hasdefinition,the ground material obtained from specially prepared deoiled meal that is the residual material left over when oil is extracted by a solvent from oil cake immediately following the single pressing of good quality edible oilseeds
bc4c4112080667b41cf5,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_claim_0001,fflo:PermissibleLimit,fflo:forProperty,Dietary Fibre,ssn:Property,0.95,>=0.95,claims on source of dietary fibre,ev_dietary_fibre_claim_0001,forproperty,dietary fibre
a5562fe32dbbe58b69c9,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_claim_0001,fflo:PermissibleLimit,fflo:hasValue,3g/100g,fso:Measurement,0.95,>=0.95,not contain less than 3g/100g,ev_dietary_fibre_claim_0001,hasvalue,3g 100g
5508b8c369ecf2563c40,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_claim_0001,fflo:PermissibleLimit,fflo:inFood,food products,fkg:Food,0.9,0.90-0.94,in above products if it is intended to make claims,ev_dietary_fibre_claim_0001,infood,food products
ff579edc278d78911ee4,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_high_claim_0002,fflo:PermissibleLimit,fflo:forProperty,Dietary Fibre,ssn:Property,0.95,>=0.95,claims on high source of dietary fibre,ev_dietary_fibre_high_claim_0002,forproperty,dietary fibre
a552dd184389b0089079,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_high_claim_0002,fflo:PermissibleLimit,fflo:hasValue,3g/100g,fso:Measurement,0.95,>=0.95,not less than 3g/100g,ev_dietary_fibre_high_claim_0002,hasvalue,3g 100g
40c49883d10274501f4a,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_high_claim_0002,fflo:PermissibleLimit,fflo:inFood,food products,fkg:Food,0.9,0.90-0.94,in above products if it is intended to make claims,ev_dietary_fibre_high_claim_0002,infood,food products
d89b3cf5e82f71c6ce73,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_high_max_0003,fflo:PermissibleLimit,fflo:forProperty,Dietary Fibre,ssn:Property,0.95,>=0.95,claims on high source of dietary fibre,ev_dietary_fibre_high_max_0003,forproperty,dietary fibre
d209df462281ceae9ee2,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_high_max_0003,fflo:PermissibleLimit,fflo:hasValue,6g/100g,fso:Measurement,0.95,>=0.95,not more than 6g/100g,ev_dietary_fibre_high_max_0003,hasvalue,6g 100g
2976adc4262034a5a9f2,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,ev_dietary_fibre_high_max_0003,fflo:PermissibleLimit,fflo:inFood,food products,fkg:Food,0.9,0.90-0.94,in above products if it is intended to make claims,ev_dietary_fibre_high_max_0003,infood,food products
9280aa14d1944e5ab8d6,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,Special dietary food with low sodium content,fflo:FoodCategory,fflo:hasDefinition,"a food whose special dietary value results from the reduction, restriction, or removal of sodium",xsd:string,0.95,>=0.95,"special dietary food with low sodium content is a food whose special dietary value results from the reduction, restriction, or removal of sodium",special dietary food with low sodium content,hasdefinition,a food whose special dietary value results from the reduction restriction or removal of sodium
4bda555dec6126aef294,FSSAI baseline,FSSAI baseline,src_pdf_001,markdown/12_chapter_2_11_other_food_product_and_ingredients.md,,,,src_pdf_001_chunk_0005,5,Special dietary food with low sodium content,fkg:Food,fflo:compliesWith,essential composition and standards,fflo:FoodStandard,0.95,>=0.95,shall conform to the essential composition and standards,special dietary food with low sodium content,complieswith,essential composition and standards
d747814a2a26a8bf2575,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0002,2,"Food Safety and Standards (Amendment) Rules, 2017",fflo:RegulatoryDocument,fflo:amends,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,0.95,>=0.95,"further to amend the Food Safety and Standards Rules, 2011",food safety and standards amendment rules 2017,amends,food safety and standards rules 2011
4146a6f2f06f0fde1fef,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0002,2,"Food Safety and Standards (Amendment) Rules, 2017",fflo:FoodStandard,fflo:issuedBy,Central Government,fflo:RegulatoryBody,0.95,>=0.95,the Central Government hereby makes the following rules,food safety and standards amendment rules 2017,issuedby,central government
0d5a776b0b61d6e67c84,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0002,2,"Food Safety and Standards (Amendment) Rules, 2017",fflo:RegulatoryDocument,fflo:definedIn,"Section 91 of the Food Safety and Standards Act, 2006",fflo:RegulatoryDocument,0.95,>=0.95,"powers conferred by Section 91 of the Food Safety and Standards Act, 2006",food safety and standards amendment rules 2017,definedin,section 91 of the food safety and standards act 2006
925125339120d6bfdc13,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0002,2,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fflo:definedIn,G.S.R.362(E),fflo:RegulatoryDocument,0.95,>=0.95,published ... vide number G.S.R.362(E),food safety and standards rules 2011,definedin,g s r 362 e
f5903b2d074098fbc762,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Vegetable oils,fflo:FoodCategory,fflo:hasDefinition,oils produced from oilcakes or oilseeds or oil- bearing materials of plant origin and containing glycerides,xsd:string,0.95,>=0.95,Vegetable oils means oils produced from oilcakes or oilseeds or oil- bearing materials of plant origin and containing glycerides,vegetable oils,hasdefinition,oils produced from oilcakes or oilseeds or oil bearing materials of plant origin and containing glycerides
f47541aac9e65bd73ced,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Vegetable oil product,fflo:FoodCategory,fflo:hasDefinition,"any product obtained for edible purposes by subjecting one or more edible oils to any or a combination of any of the processes or operations, namely, refining, blending, hydrogenation or interesterification and winterization",xsd:string,0.95,>=0.95,Vegetable oil product means any product obtained for edible purposes by subjecting one or more edible oils to any or a combination of any of the processes or operations,vegetable oil product,hasdefinition,any product obtained for edible purposes by subjecting one or more edible oils to any or a combination of any of the processes or operations namely refining blending hydrogenation or interesterification and winterization
7ebc02625a73cc2e3e0d,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Vegetable oil product,fflo:FoodCategory,fflo:hasDefinition,includes any other process which may be notified by the Central Government in the official Gazette,xsd:string,0.95,>=0.95,includes any other process which may be notified by the Central Government in the official Gazette,vegetable oil product,hasdefinition,includes any other process which may be notified by the central government in the official gazette
feef01c475701326d5e6,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Raw edible oils,fflo:FoodCategory,fflo:hasDefinition,"obtained by mechanical procedures e.g expelling and pressing, with or without application of heat",xsd:string,0.95,>=0.95,"Raw edible oils are obtained by mechanical procedures e.g expelling and pressing, with or without application of heat",raw edible oils,hasdefinition,obtained by mechanical procedures e g expelling and pressing with or without application of heat
3cf87f2eb0e25a218abb,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Raw edible oils,fflo:FoodCategory,fflo:hasDefinition,"The expelled/pressed oil may be purified by washing with water, settling, filtering and centrifuging",xsd:string,0.95,>=0.95,"The expelled/pressed oil may be purified by washing with water, settling, filtering and centrifuging",raw edible oils,hasdefinition,the expelled pressed oil may be purified by washing with water settling filtering and centrifuging
c62cf7ccb4c7476b0c98,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Raw edible oils,fflo:FoodCategory,fflo:hasDefinition,No processing aid shall be used,xsd:string,0.95,>=0.95,No processing aid shall be used,raw edible oils,hasdefinition,no processing aid shall be used
f71aabc5653ce55d1821,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Raw edible oils,fkg:Food,fflo:hasDefinition,Such oils are fit for human consumption,xsd:string,0.95,>=0.95,Such oils are fit for human consumption,raw edible oils,hasdefinition,such oils are fit for human consumption
7821bcc5b7ccbc9bf8c5,FSSAI baseline,FSSAI baseline,src_pdf_002,markdown/1_chapter_1_general.md,,,,src_pdf_002_chunk_0004,4,Raw edible oils,fkg:Food,fflo:compliesWith,sub-regulation 2.2.1,fflo:RegulatoryDocument,0.95,>=0.95,They shall conform to the provisions mentioned under sub-regulation 2.2.1,raw edible oils,complieswith,sub regulation 2 2 1
61f78caf6983d429f882,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0001,1,"Food Safety and Standards (Amendment) Rules, 2017",fflo:RegulatoryDocument,fflo:amends,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,0.95,>=0.95,"amend the Food Safety and Standards Rules, 2011",food safety and standards amendment rules 2017,amends,food safety and standards rules 2011
da3f529b46470ffe8ce0,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0001,1,"Food Safety and Standards (Amendment) Rules, 2017",fflo:FoodStandard,lkif:created_by,Central Government,fflo:RegulatoryBody,0.95,>=0.95,Central Government hereby makes the following rules,food safety and standards amendment rules 2017,created_by,central government
87e96be90985ad3cfbae,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0001,1,"Food Safety and Standards (Amendment) Rules, 2017",fflo:RegulatoryDocument,fflo:definedIn,Gazette of India,fflo:RegulatoryDocument,0.95,>=0.95,come into force on the date of their publication in the Official Gazette,food safety and standards amendment rules 2017,definedin,gazette of india
50ca641cd2698d533eab,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0001,1,"Food Safety and Standards Rules, 2011",fflo:RegulatoryDocument,fflo:specifiedIn,"Rule 2.1.2, clause 1, sub-clause (iii), item (b)",fflo:TableReference,0.95,>=0.95,"rule 2.1, in sub-rule 2.1.2, in clause 1... sub-clause (iii), in item (b)",food safety and standards rules 2011,specifiedin,rule 2 1 2 clause 1 sub clause iii item b
ad21d93f393fa6a85715,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0001,1,"Food Safety and Standards (Amendment) Rules, 2017",fflo:RegulatoryDocument,fflo:amends,"Rule 2.1.2, clause 1, sub-clause (iii), item (b)",fflo:RegulatoryDocument,0.95,>=0.95,"in rule 2.1, in sub-rule 2.1.2, in clause 1... sub-clause (iii), in item (b)",food safety and standards amendment rules 2017,amends,rule 2 1 2 clause 1 sub clause iii item b
35a1fe5d9f453e770fa6,FSSAI baseline,FSSAI baseline,src_pdf_003,markdown/amend_2_2017.md,,,,src_pdf_003_chunk_0001,1,"Food Safety and Standards (Amendment) Rules, 2017",fflo:RegulatoryDocument,UNMAPPED,substitution of 'five years' with 'eight years',fflo:RegulatoryAction,0.95,>=0.95,"for the words 'five years', the words 'eight years' shall be substituted",food safety and standards amendment rules 2017,unmapped,substitution of five years with eight years
5eeee22207147746ec5c,FSSAI baseline,FSSAI baseline,src_pdf_004,markdown/amend_3_2017.md,,,,src_pdf_004_chunk_0001,1,"Food Safety and Standards (Second Amendment) Regulations, 2017",fflo:RegulatoryDocument,fflo:amends,"Food Safety and Standards Regulations, 2011",fflo:RegulatoryDocument,0.95,>=0.95,"खा(cid:20) सुर(cid:22)ा एवं मानक िनयम, 2011 का और संशोधन करने के िलए",food safety and standards second amendment regulations 2017,amends,food safety and standards regulations 2011
e6177f58caadb09d88b0,FSSAI baseline,FSSAI baseline,src_pdf_004,markdown/amend_3_2017.md,,,,src_pdf_004_chunk_0001,1,"Food Safety and Standards (Second Amendment) Regulations, 2017",fflo:FoodStandard,lkif:created_by,Central Government,fflo:RegulatoryBody,0.95,>=0.95,"के (cid:15)(cid:16)ीय सरकार खा(cid:20) सुर(cid:22)ा और मानक अिधिनयम, 2006",food safety and standards second amendment regulations 2017,created_by,central government
4ea92a55d0c7b3bd148a,FSSAI baseline,FSSAI baseline,src_pdf_004,markdown/amend_3_2017.md,,,,src_pdf_004_chunk_0001,1,"Food Safety and Standards (Second Amendment) Regulations, 2017",fflo:RegulatoryDocument,fflo:appliesTo,"Food Safety and Standards Act, 2006",fflo:RegulatoryDocument,0.95,>=0.95,"खा(cid:20) सुर(cid:22)ा और मानक अिधिनयम, 2006 (2006 का 34) क(cid:29) धारा 91",food safety and standards second amendment regulations 2017,appliesto,food safety and standards act 2006
7163d5f8d0bdfa036d28,FSSAI baseline,FSSAI baseline,src_pdf_004,markdown/amend_3_2017.md,,,,src_pdf_004_chunk_0001,1,"Food Safety and Standards (Second Amendment) Regulations, 2017",fflo:RegulatoryDocument,fflo:hasDefinition,"Food Safety and Standards (Second Amendment) Regulations, 2017",xsd:string,0.95,>=0.95,"इन िनयम$ का संि(cid:22)1 नाम खा(cid:20) सुर(cid:22)ा और मानक (दूसरा संशोधन) िनयम, 2017",food safety and standards second amendment regulations 2017,hasdefinition,food safety and standards second amendment regulations 2017
39a602e63256f484289e,FSSAI baseline,FSSAI baseline,src_pdf_004,markdown/amend_3_2017.md,,,,src_pdf_004_chunk_0003,3,"Food Safety and Standards (Second Amendment) Rules, 2017",fflo:FoodStandard,lkif:created_by,Central Government,fflo:RegulatoryBody,0.95,>=0.95,Central Government hereby makes the following rules,food safety and standards second amendment rules 2017,created_by,central government
