round_number,round_name,round_description,date_start,date_end,source_run,final_keep,final_human_label,human_review_status,human_review_source,title,source,date,url,domain,publication_date,word_count,model_final_label,model_confidence,reason,evidence_phrase,oil_role,edible_oil_terms,adulteration_action_terms,negative_terms,query_family,query_id,article_id,file_path,cleaned_text_path,article_text
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:relevant,FSSAI issues notices to 55 edible oil manufacturers | Ahmedabad News - Times of India,indiatimes.com,2024-07-09,https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-55-edible-oil-manufacturers/articleshow/111591411.cms,timesofindia.indiatimes.com,2024-07-09,169,relevant,1.0,LLM reading: edible oil manufacturers are being issued notices by FSSAI,FSSAI Gujarat issued notices to 55 edible oil manufacturers,adulterated_product,edible oil,food safety; FSSAI,,title_only,title_oils_enforcement,a876cbfb-da1d-4cbc-95d9-0f12e4dcfda9,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\5f716a31c8b05fea.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\5f716a31c8b05fea.txt,"Ahmedabad: FSSAI Gujarat issued notices to 55 edible oil manufacturers, restraining them from using old tins. These 55 include almost all refiners and re-packers. 
Sources said the Gujarat food and drug control administration (FDCA) and 
FSSAI have asked manufacturers to only use new tins for edible oils, but many are still reusing tins. 
FSSAI notice states, âIn the interest of food safety and to prevent potential hazards from metal contact with food, it has come to our attention that many food business operators (FBOs) involved in the manufacturing, re-labelling, repackaging, trading or any other food handling activities (specifically edible oil) continue to use old tin containers for packaging purposes.
As stipulated in the Food Safety and Standards (Packaging) Regulation of 2018, tin containers once used, shall not be re-used for packaging of food.â H G Koshia, commissioner of the Gujarat FDCA, said, âAccording to the Food Safety and Standards Authority of India, the reuse of container tins for packaging food is prohibited.â 
We also published the following articles recently"
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:irrelevant,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report - Times of India",indiatimes.com,2024-07-10,https://timesofindia.indiatimes.com/world/china/food-safety-scandal-fuel-tanker-trucks-used-to-transport-cooking-oil-in-china-suggests-report/articleshow/111628414.cms,timesofindia.indiatimes.com,2024-07-10,346,irrelevant,1.0,"LLM reading: oil is merely an adulterant in another food (syrup) and the context is about transportation, not adulteration","The Beijing News reported last week that Sinograin's fuel tankers were discovered transporting food products such as cooking oil, soybean oil, and syrup without properly cleaning the tankers between shipments.",adulterated_product,cooking oil; soybean oil,contamination; food safety,,boolean,boolean_core_oils_fraud,e3df64bc-e1ed-4c2f-bd66-0cb0385c9469,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\bb6234dd0f60eba4.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\bb6234dd0f60eba4.txt,"China's food safety commission is set to investigate the reported use of fuel tanker trucks for transporting cooking oil, the state media reported. The revelation has sparked harsh criticism and raised fears of food contamination in a nation that numerous food and drug safety scandals have shaken in recent decades. 
According to CNN, the scandal involves China's largest grain storage and transport company, Sinograin, and private conglomerate, Hopefull Grain and Oil Group. Both companies have said that investigations are underway.
The Beijing News, a local daily, reported last week that Sinograin's fuel tankers were discovered transporting food products such as cooking oil, soybean oil, and syrup without properly cleaning the tankers between shipments. In response to the allegations, the food safety commission will convene a special meeting with the National Development and Reform Commission, the State Administration of Grain and Reserves, and other ministries to discuss and investigate the matter, as reported by state broadcaster CCTV.
CCTV said, ""Illegal enterprises and relevant responsible persons will be severely punished under the law and will not be tolerated.""
Chinese food products have faced domestic and international scrutiny following a series of scandals, particularly the deadly milk scandal in 2008, where infant formula was found to contain the industrial chemical melamine. To improve food safety controls and reassure importers, Beijing has taken steps to address these issues, while some Chinese consumers have turned to foreign brands perceived as more trustworthy.
The Beijing News referred to the cooking oil issue as an ""open secret"" in the transport industry, and CCTV described it as ""tantamount to poisoning.""
Massive public outcry
On China's heavily censored social media platforms, many citizens called for product recalls and increased industry oversight. Some also seemed to connect the situation to broader issues in the country, where an economic downturn is fueling social frustration, and there are deep-rooted concerns about the lack of accountability for powerful and government-linked entities.
Despite improvements in living standards over recent decades, food safety remains an ongoing concern in China. Local media has reported dozens of high-profile scandals, prompting stricter government regulation."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:irrelevant,What is the cooking oil contamination scandal in China? Here's all you need to know,indiatimes.com,2024-07-12,https://economictimes.indiatimes.com/news/international/us/what-is-the-cooking-oil-contamination-scandal-in-china-heres-all-you-need-to-know/articleshow/111669695.cms,economictimes.indiatimes.com,2024-07-12,363,irrelevant,1.0,"LLM reading: article discusses a scandal involving cooking oil contamination in China, but does not mention any specific type of edible oil as the adulterated product",tankers used for transporting fuel,adulterated_product,cooking oil,contamination; food safety; inspection,,boolean,boolean_core_oils_fraud,d88e87b0-b2a1-45fa-9998-1eb2ff3ca2f4,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\economictimes.indiatimes.com\b71d81f52f49cdc9.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\economictimes.indiatimes.com\b71d81f52f49cdc9.txt,"Netizens react on Weibo
Quoting an unnamed driver, the news outlet reported that this practice was prevalent and open and a kind of 'open secret' in the industry. This subject kept on trending for quite some time on Chinese social media. Tens of thousands of netizens took to Weibo - the country’s equivalent to X and expressed their views. A Weibo user wrote, ""Food safety is the most important issue."" This comment was liked more than 8,000 times. Another user posted, ""As an ordinary person, surviving in this world itself is an amazing thing already."" Someone else wrote, ""This is much worse than the Sanlu scandal, it can’t be settled with just a statement.""State-run companies involved
In principle, tankers carrying one substance can carry another substance because they are not limited to any particular type of food. But a tanker must be washed and decontaminated properly before using it for carrying food items. This was not done in this case. It may snowball into a major scandal as many major Chinese companies including a subsidiary of state-owned Sinograin and the Hopefull Grain and Oil Group are involved in it. Sinograin has claimed to have launched an investigation into the matter.Talking to state-run 'Global Times', a representative of Hopefull Grain said that the company has launched a ""thorough self-inspection"". Similarly, the Chinese government has said that food safety officials will investigate the allegations. The Hebei and Tianjin provincial governments too have said that they will investigate the matter.
FAQs
How the government has reacted to allegedly carrying food items by tankers used for transporting fuel?The Chinese government has said that food safety officials will investigate the allegations. The Hebei and Tianjin provincial governments too have said that they will investigate the matter.
What was the Sanlu milk scandal?
(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.)
Download The Economic Times News App to get Daily International News Updates.
(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.)
Download The Economic Times News App to get Daily International News Updates."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge | Vijayawada News - The Times of India,indiatimes.com,2024-09-18,https://timesofindia.indiatimes.com/city/vijayawada/vigilance-raids-target-illegal-edible-oil-hoarding-amid-festival-price-surge/articleshow/113467007.cms,timesofindia.indiatimes.com,2024-09-18,236,relevant,1.0,LLM reading: edible oil adulteration incident mentioned,trading of adulterated edible oils,adulterated_product,edible oil,adulterated; adulteration; seized; food safety,,boolean,boolean_core_oils_fraud,82b46a16-8cbd-49c9-9eab-8840c92d1a25,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\73e6a88daaba502f.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\73e6a88daaba502f.txt,"Vijayawada: In response to reports of traders exploiting the recent customs duty increase on edible oils and the heightened demand during the festival season, sleuths of the Vigilance & Enforcement (V&E) department conducted surprise inspections across the state. The raids targeted unauthorized hoarding, trading of adulterated edible oils, and the sudden increase in prices of Palmolein oil and other edible oils.
Under the direction of Harish Kumar Gupta, director general of V&E dept, regional vigilance enforcement officers carried out coordinated raids in 26 districts. A total of 43 teams inspected 92 premises, focusing on millers, stock holders, and retailers suspected of engaging in illegal activities that contribute to price hikes and adulteration of edible oils.
During the raids, officials seized 14,293 liters of edible oil, 89,250 kilograms of groundnut seeds, and 298 bags of groundnut cake, totaling Rs 1.75 crore. Fines amounting to Rs 5.14 lakh were imposed on the offending traders. Furthermore, authorities registered 70 cases under the Legal Metrology Act, 16 cases under the Food Safety Act, and one case under the Essential Commodities Act.
Harish Kumar Gupta stressed the importance of such actions to prevent traders from causing undue hardship to the public through illegal hoarding and adulteration practices, which ultimately burdens common consumers. The department issued a warning to traders against engaging in such activities and emphasized that surprise raids will continue across the state to ensure compliance and safeguard consumer interests."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,hindustantimes.com,2024-10-14,https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,hindustantimes.com,2024-10-14,357,relevant,1.0,LLM reading: adulterated mustard oil is the main subject of the article,The Kharar-based state food lab report has confirmed that mustard oil adulterated with the poisonous argemone mexicana seeds led to the deaths of three members of a family due to dropsy in Nabha last month.,adulterated_product,mustard oil,adulterated,,boolean,boolean_named_oils_fraud,f1ee1698-b574-4959-87b1-681cde60845f,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\hindustantimes.com\100ba267c8a62d53.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\hindustantimes.com\100ba267c8a62d53.txt,"Adulterated mustard oil behind 3 dropsy deaths in Nabha: report
Three members of the family died in September, with two women aged 26 and 32, succumbing at private hospitals, while a 72-year-old man died at his residence. A 7-year-old girl is undergoing treatment in Patiala.
The Kharar-based state food lab report has confirmed that mustard oil adulterated with the poisonous argemone mexicana seeds led to the deaths of three members of a family due to dropsy in Nabha last month.
“The lab report has confirmed the Nabha family used mustard oil adulterated with argemone mexicana seed. We have already surveyed the area where the family fell ill, and no other individual was found suffering from dropsy,” said Patiala civil surgeon Dr Jatinder Kansal.
Three members of the family died in September, with two women aged 26 and 32, succumbing at private hospitals, while a 72-year-old man died at his residence. A 7-year-old girl is undergoing treatment in Patiala.
The matter came to light when a 52-year-old woman, who is a family member of the three deceased, was admitted to PGIMER-Chandigarh. The doctors at PGI, while taking the medical history of the admitted woman, diagnosed the symptoms as that of dropsy. The PGI doctors alerted the Patiala health department, which collected the samples and sent them for testing.
Dropsy is a clinical state resulting from the use of edible oils adulterated with Argemone mexicana seed oil. The most common symptoms include bilateral pitting edema, erythema, localised tenderness, and cardiac and respiratory issues.
Meanwhile, Dr Divjot Singh of Patiala health department said that a religious devotee had reportedly donated the mustard seeds to the family in August.
After a few days, the family got the oil extracted and as soon as the family started consuming adulterated mustard oil, the members started falling sick, he added.
“Two women of the family died at private hospitals in Patiala while the third member, who was a 72-year-old male, died at their home,” Dr Divjot said.
- Karam Prakash is a Patiala-based senior correspondent covering several districts of Malwa region of Punjab. He writes on various domains, including health, agriculture, power and education."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs | Vadodara News - Times of India",indiatimes.com,2024-12-10,https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,timesofindia.indiatimes.com,2024-12-10,257,relevant,1.0,"LLM reading: spurious cooking oil seized, suspected palm oil found",suspected spurious cooking oil... a large stock of suspected palm oil,adulterated_product,edible oil; cooking oil; palm oil,adulterated; fake; spurious; seized; seizure; raid; raided; food safety,,boolean,boolean_core_oils_fraud,00cec5e8-2bd1-48dc-8ad3-4387443be743,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\a01a2dc0e4f21201.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\a01a2dc0e4f21201.txt,"Vadodara: After the discovery of a fake govt office and the forgery of non-agriculture land orders, a racket involving the sale of spurious cooking oil has emerged in Dahod. The special operations group (SOG) of Dahod police effected a major seizure of suspected spurious cooking oil from a unit at an industrial estate near the town. 
The raid on the unit at the Karedi GIDC industrial estate near Dahod was conducted by SOG sleuths after they received intelligence about the sale of spurious edible oil. The unit was raided and oil worth Rs 15.45 lakh was seized. 
The seizure included a large stock of suspected palm oil that was brought to the unit in a light commercial vehicle as well as stock stored at the unit. The vehicle was carrying 104 tins, weighing 1,505kg. 
The raiding party found stickers of 17 various different brands at the spot. Additionally, 456 pouches, 24 bottles, and 16 jerrycans of edible oil were found at the unit. Officials also found a 25,000-litre tank at the unit, containing about 10,000 litres of suspected palm oil. 
The value of items seized was estimated to be Rs 15.45 lakh. Food safety and other officials were informed of the find by police. Samples were taken for testing. One person, Murtua Zabuawala, was detained from the unit. 
Empty barrels of palm oil were also found at the site. The tins on the truck did not have any stickers. Police suspect palm oil or adulterated oil was being sold under the name of various cooking oil brands."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,indiatimes.com,2024-12-15,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,timesofindia.indiatimes.com,2024-12-15,418,relevant,1.0,LLM reading: Mustard oil adulteration is the main topic of the article.,"cases of food adulteration rise, especially in edible oils",adulterated_product,mustard oil,adulteration,,boolean,boolean_named_oils_fraud,251fb653-571f-41aa-b272-ab133fb6e082,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\657e302ed43cf120.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\657e302ed43cf120.txt,"Chandigarh: As cases of food adulteration rise, especially in edible oils, it is surprising that the region, including Punjab, Haryana, and Chandigarh, has no facility to check different parameters of adulteration in mustard oil. The nearest laboratory to check such parameters is in Nagpur, nearly 1,500 km from Chandigarh.
Taking note of this, the Punjab and Haryana high court has now asked the central govt to inform about its present policy and whether there is a proposal for opening other laboratories across the country, and if not, why.
Earlier in Oct this year, the HC, upon taking cognisance of the issue of adulteration of mustard oil, asked the registrar general of the HC to collect three samples of different popular brands and send them for quality testing to the nearest laboratory. Following the HC orders, the samples were sent to the Regional Agmark Laboratory, Amritsar.
When the matter came up for hearing before the HC on Dec 5, the HC was informed that the tests for other miscible oils as possible adulterants and their percentage were not performed due to the unavailability of required facilities in the laboratory at Amritsar. The court then asked for the nearest laboratory where such testing could be done.
During the hearing of the case again on Dec 11, Satya Pal Jain, additional solicitor general of India, after seeking instructions, informed that the nearest laboratory where the test for other miscible oils can be conducted is the Central Agmark Laboratory, Nagpur. âIt is unfortunate to note that despite edible oils of different types being consumed in very large quantities throughout the country, the nearest laboratory to conduct the aforesaid test is situated nearly 1,500 km from Chandigarh. This court will deal with this aspect at any subsequent hearing, but the additional solicitor general of India is directed to find out what the present policy of the central govt is and whether there is a proposal for opening other laboratories across the country, and if not, then why,â the HC directed after examining the issue.
In its order released on Friday, the division bench comprising Chief Justice Sheel Nagu and Justice Arun Khsetarpal also asked Jain to ensure that the test is conducted expeditiously, and a report is submitted before the next date of hearing. The matter has now been adjourned to Jan 22, 2025, for further hearing.
The HC ordered the sampling/testing of the mustard oil after hearing a large number of complaints received regarding the blending of mustard oil with other oils."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,0,irrelevant,human_reviewed,oil_relevance_review.xlsx:relevant,Punjab &amp; Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration,hindustantimes.com,2024-12-15,https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,hindustantimes.com,2024-12-15,474,relevant,1.0,LLM reading: cooking oil adulteration mentioned in the title and article text,check cooking oil adulteration,adulterated_product,cooking oil; mustard oil; rice bran oil,adulterated; adulteration; seized; food safety; inspection,,boolean,boolean_core_oils_fraud,f5f0bba5-30c7-4b3c-afe8-6f96bfdb401f,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\hindustantimes.com\7e7a2a693de247a5.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\hindustantimes.com\7e7a2a693de247a5.txt,"Punjab & Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration
The court was hearing a 2015 public interest litigation (PIL) by a Kapurthala resident Rajesh Gupta
The Punjab and Haryana high court (HC) has directed the Centre to apprise the court whether it has plans to open more laboratories to check adulteration of miscible oil in cooking oils available in the market.
Also Read: Adulterated mustard oil behind 3 dropsy deaths in Nabha: report
The HC bench of chief justice Sheel Nagu and justice Anil Kshetarpal termed it “unfortunate” that despite edible oils of different types being consumed in very large quantities throughout the country, the nearest laboratory to conduct the aforesaid test is situated nearly 1,500 kms from Chandigarh, in Nagpur.
Also Read: Delhi govt to intensify checks on food adulteration amid festive season
The court was hearing a 2015 public interest litigation (PIL) by a Kapurthala resident Rajesh Gupta, who had alleged that wholesale dealers, oil millers and wholesale traders in the trade of edible mustard oil were playing havoc with the lives of the people and providing ‘poison in the form of food’ which was not fit for human consumption by blatantly ignoring provisions of the Food Safety Act. “… various firms in Punjab were selling adulterated mustard oil by labelling it as ‘pure refined mustard oil’ which could be sold in the market for human consumption. Some firms were selling ‘refined rice bran oil’ as ‘mustard oil’ in order to deceive the public and maximise profits,” he had submitted, further alleging that the millers were working in violation of the Food Safety and Standards Act, 2006, and even Agmark, a certification mark, was being misused by traders in violation of the Act.
Also Read: Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks
During the course of the PIL, some samples were sent for examination to the Regional Agmark Laboratory, Amritsar. However, the lab said that the tests for other miscible oil as possible adulterants and percentage thereof were not performed as there was no availability of required facilities in this laboratory. For the same, samples can be sent to Central Agmark Laboratory, Nagpur, for analysis.
Additional solicitor general Satya Pal Jain, who was asked to check where samples could be sent, had told the court that the nearest laboratory where the test for other miscible oil can be conducted is the Central Agmark Laboratory, Directorate of Marketing and Inspection, North Ambajari Road, Nagpur.
The court expressed its displeasure over the lab being 1,500 km away from Chandigarh and asked Jain to apprise the court by January 22 as to what is the present policy of the central government and whether there is proposal for opening other laboratories across the country and if not then why."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,"Unsafe cooking oil, food items disposed of | Vadodara News - The Times of India",indiatimes.com,2025-03-04,https://timesofindia.indiatimes.com/city/vadodara/unsafe-cooking-oil-food-items-disposed-of/articleshow/118691575.cms,timesofindia.indiatimes.com,2025-03-04,167,relevant,1.0,LLM reading: cooking oil itself is adulterated/fake/unsafe,78kg of oil used for frying at these eateries was not fit for consumption,adulterated_product,cooking oil,unsafe; seized; food safety,,title_only,title_core_oils_fraud,123b80bc-2f62-4cb0-bddf-d75e3fd9e490,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\ca954e6d68edb14b.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\ca954e6d68edb14b.txt,"Vadodara: Teams of Vadodara Municipal Corporation (VMC) checked 21 food business operators in the city for the use of oil that was used to fry items several times. Food items cooked in oil that should have been discarded and the oil itself were disposed of.
Food safety officials of the civic body checked 10 shops, 10 handcarts, and one restaurant in different parts of the city. The cooking oil used here was checked for total polar compounds, which are an indicator of the quality of oil.
Officials found that 78kg of oil used for frying at these eateries was not fit for consumption. This oil, along with 27kg of food items fried in this oil, was disposed of. 
The teams also found 18kg of old newspapers being used to serve or keep food items at these places. The use is prohibited according law due to the ink used in printing them. Two kilogram of plastic bags and containers was seized by the teams from these food businesses."
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow",hindustantimes.com,2025-03-12,https://www.hindustantimes.com/cities/lucknow-news/crackdown-on-food-adulteration-112-kg-rice-bran-oil-destroyed-substandard-sauces-seized-in-lucknow-101741721802362.html,hindustantimes.com,2025-03-12,471,relevant,1.0,LLM reading: rice bran oil is itself adulterated and destroyed,112kg of rice bran oil that was being manufactured under unhygienic conditions,adulterated_product,mustard oil; rice bran oil,adulterated; adulteration; substandard; seized; seizure; raid; raided; food safety; FSDA; crackdown,,boolean,boolean_named_oils_fraud,09aee8d2-8c4b-4390-b931-468a413fb0fb,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\hindustantimes.com\7c0fd9e72fdabe06.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\hindustantimes.com\7c0fd9e72fdabe06.txt,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow
Upon examination, the FSDA team found that the vegetable and soy sauces were adulterated with potato pulp; samples sent for analysis
LUCKNOW The Food Safety and Drug Administration (FSDA) conducted multiple raids across the city on Tuesday and Monday, seizing large quantities of substandard and adulterated food items as part of a crackdown on illegal food practices that compromise public health.
On Tuesday, FSDA’s vigilance led to the seizure of 112kg of rice bran oil that was being manufactured under unhygienic conditions at a unit on TS Mishra Road, near Kakori. The oil, which was intended for sale, was found stored in filthy conditions, prompting the team to confiscate and destroy it immediately. Officials also seized various food items, including cookies, milk, paneer, sabudana papad, kachari, khoya, and mustard oil from multiple establishments across the city.
“A total of 112kg rice bran oil, meant for sale, was stored in filthy conditions, which is why it was seized. We are also conducting searches to ensure that no other stock of this oil has been dumped into the market,” said assistant commissioner (food) Vijay Pratap Singh.
On Monday, another team from FSDA raided a firm in Mahona, Bakshi Ka Talab, uncovering a large-scale adulteration operation. Officials found adulterated and substandard vegetable and soy sauces being produced and stored in poor conditions. A substantial stock of these sauces, along with large quantities of ‘Taza Brand’ salt, was seized. The FSDA team halted operations and issued a notice to the owner of the firm. Samples of the adulterated sauces and salt were sent for analysis.
Singh said the raid also revealed 44 tins of inferior and adulterated jaggery syrup, which were seized. Upon examination, the FSDA team found that the vegetable and soy sauces were adulterated with potato pulp. As a result, 130 cans of vegetable sauce worth ₹13,000 and 13 cans of soy sauce worth ₹1,500 were confiscated. The raid also saw the seizure of 20 bags of substandard ‘Taza Brand’ salt, valued at around ₹10,000.
The FSDA collected 30 samples from this raid, all of which were sent for laboratory testing.
The agency has deployed six teams to conduct surprise inspections across markets in the city. Since March 7, they have been working to inspect food items in various markets, including khoya markets in Charbagh and Thakurganj. Over 220 samples have been collected from different establishments across the city in just five days of the crackdown. These samples are currently being tested in laboratories to determine their quality and safety for public consumption.
In a related operation, the FSDA also targeted several dairies manufacturing paneer and khoya, resulting in the destruction of around 40kg of paneer in Rajajipuram that was found to be unfit for consumption on Tuesday."
